# BEAST v10.5.0
# Generated Thu Apr 09 11:53:39 BRT 2026 [seed=1775746417747]
# CDV_GTRG4_skygrid_strict_4traits.xml
state	host_1.rates.Carnivora.Primates	host_1.rates.Primates.Carnivora	host_1.indicators.Carnivora.Primates	host_1.indicators.Primates.Carnivora	host_1.nonZeroRates
3140000	0.3606168074780324	0.014042035566557944	1.0	1.0	2.0
3150000	0.31907557333593595	0.06368380174558888	1.0	1.0	2.0
3160000	0.1067549219801685	0.1480993008764966	1.0	1.0	2.0
3170000	0.8139779858170202	0.04633566988748779	1.0	1.0	2.0
3180000	2.500773852509824	1.5052127734813139	1.0	1.0	2.0
3190000	3.601536148020511	0.0685819744064469	1.0	1.0	2.0
3200000	0.5873169938031529	0.5161389923508172	1.0	1.0	2.0
3210000	1.0553950088180362	0.47082168111962247	1.0	1.0	2.0
3220000	0.9115867340732494	0.3914564007300423	1.0	1.0	2.0
3230000	3.2273674283176983	0.6191436771015059	1.0	1.0	2.0
3240000	0.5505851578672308	0.706214576645488	1.0	1.0	2.0
3250000	1.3460155585158597	0.48690167204141205	1.0	1.0	2.0
3260000	0.4507961279441511	0.22403793632707014	1.0	1.0	2.0
3270000	1.0065209170720282	0.7877826569843012	1.0	1.0	2.0
3280000	1.8489906137411058	0.1673117263324563	1.0	1.0	2.0
3290000	2.9171930182129797	0.05473632414342759	1.0	1.0	2.0
3300000	0.12520067511834704	0.007925753806151594	1.0	1.0	2.0
3310000	0.28750131069140145	0.032859674880532944	1.0	1.0	2.0
3320000	0.9563763341835346	0.7826115684462172	1.0	1.0	2.0
3330000	3.4722005324314056	0.27073444737941565	1.0	1.0	2.0
3340000	1.2775504828429916	0.4041890400681361	1.0	1.0	2.0
3350000	0.28754187692402916	0.06347578318226688	1.0	1.0	2.0
3360000	0.6897405509025618	1.5751605540320486	1.0	1.0	2.0
3370000	0.4144762215385314	0.9817969124965884	1.0	1.0	2.0
3380000	2.5278236712645463	0.48899374756823377	1.0	1.0	2.0
3390000	0.47703350092088387	1.021616740529669	1.0	1.0	2.0
3400000	2.2021368581458884	1.8747756499898973	1.0	1.0	2.0
3410000	1.738859043161543	0.8095974056732034	0.0	1.0	1.0
3420000	0.7856507835443821	0.7217195475373793	1.0	1.0	2.0
3430000	1.0797559679929718	0.27239712655450976	1.0	1.0	2.0
3440000	0.6821972612150617	0.03281135356276526	1.0	1.0	2.0
3450000	1.9763945271507488	0.295744575318205	1.0	1.0	2.0
3460000	0.5891967587954117	0.19451819087314723	1.0	1.0	2.0
3470000	3.4796240993542704	0.8856088279563323	1.0	1.0	2.0
3480000	4.167428326887684	0.3865834991015667	1.0	1.0	2.0
3490000	1.7447668871529123	0.7352153488724997	1.0	1.0	2.0
3500000	0.6356756427725287	0.06710474933999373	1.0	1.0	2.0
3510000	1.5436738164431325	1.5315577489290442	1.0	1.0	2.0
3520000	0.7991857124779208	0.15622961300620525	1.0	1.0	2.0
3530000	2.1930001144803435	0.5086678784569906	1.0	1.0	2.0
3540000	0.6013198527461989	0.24057648795658476	1.0	1.0	2.0
3550000	1.1154205853157602	0.7651464880353762	1.0	1.0	2.0
3560000	1.974173829658154	0.026597237367627584	1.0	1.0	2.0
3570000	0.9450394676071732	0.04126232218486771	1.0	1.0	2.0
3580000	0.645470456678682	0.1449277068079493	1.0	1.0	2.0
3590000	1.691858398255698	1.0201959931960929	1.0	1.0	2.0
3600000	0.9243722329209243	0.34855490886232166	1.0	1.0	2.0
3610000	0.2285692344164128	0.6449774288438923	1.0	1.0	2.0
3620000	1.238400987390075	0.9944862387871393	1.0	1.0	2.0
3630000	0.2716068111898507	0.2838795486971417	1.0	1.0	2.0
3640000	1.5069297910563324	0.1546554016538723	1.0	1.0	2.0
3650000	1.5166124319159069	0.546613947471749	1.0	1.0	2.0
3660000	0.5117785092871783	1.8173406283719171	1.0	1.0	2.0
3670000	0.34127587469008264	1.1250618772117866	1.0	1.0	2.0
3680000	1.295107126088893	0.08371529404347107	1.0	1.0	2.0
3690000	0.5760165811448651	0.06542180024965143	1.0	1.0	2.0
3700000	1.8110841897812422	1.8413631605567595	1.0	1.0	2.0
3710000	1.562819368126781	0.28527371505735366	1.0	1.0	2.0
3720000	2.451879421684939	2.6678864833960794	1.0	1.0	2.0
3730000	4.737500989455704	1.2158518198836774	1.0	1.0	2.0
3740000	2.5566177283654765	0.9238020675855746	1.0	1.0	2.0
3750000	0.2252558285146953	0.14209810885499016	1.0	1.0	2.0
3760000	1.5158708348272574	0.04003544005029552	1.0	1.0	2.0
3770000	1.5023194736270629	0.2838694301145671	1.0	1.0	2.0
3780000	0.05800646288694921	0.1305889193310015	1.0	1.0	2.0
3790000	0.9589226809111592	0.9675424602954166	1.0	1.0	2.0
3800000	0.9723854975721884	0.14511709193751168	1.0	1.0	2.0
3810000	2.054799742692135	0.9482939976539124	1.0	1.0	2.0
3820000	2.3757341484551886	0.5082256543533449	1.0	1.0	2.0
3830000	2.4965513929644865	7.8797021766292	1.0	1.0	2.0
3840000	1.2676266476364522	0.6863626040578058	1.0	1.0	2.0
3850000	2.462102048417545	0.1178044923218212	1.0	1.0	2.0
3860000	2.938707402564428	4.531084346212606	1.0	1.0	2.0
3870000	0.8093761539244833	0.2997774459229541	1.0	1.0	2.0
3880000	1.3897855870827802	0.344945581898038	1.0	1.0	2.0
3890000	4.721424395868814	1.640303112787157	1.0	1.0	2.0
